Time,Clonskeagh Totem,Clonskeagh Totem IN,Clonskeagh Totem OUT,Dun Laoghaire @ Peoples Park Cyclist,Dun Laoghaire @ Peoples Park Cyclists IN,Dun Laoghaire @ Peoples Park Cyclists OUT,Dun Laoghaire @ Seapoint Beach Cyclist,Dun Laoghaire @ Seapoint Beach Cyclists IN,Dun Laoghaire @ Seapoint Beach Cyclists OUT,Dun Laoghaire @ York Road Cyclist,Dun Laoghaire @ York Road Cyclists IN,Dun Laoghaire @ York Road Cyclists OUT,Glenageary Cyclist,Glenageary Bikes IN,Glenageary Bikes OUT,Grange Road Totem,N11 Before UCD,N11 Before UCD Cyclist IN,N11 Before UCD Cyclist OUT,N11 Outbound (Montrose),N11 Outbound (Montrose) OUT-Away From City Centre,N11 Outbound (Montrose) IN- Towards City Centre,N11 Totem Inbound,Rock Road Bus Lane,Rock Road Park,Rock Road Park IN,Rock Road Park OUT,Rock Road Totem Inbound,Wyattville Rd - Bicycles From N11,Wyattville Rd - Bicycles Towards N11,Wyattville Rd At Park Gates Cyclist,Wyattville Rd At Park Gates Bikes IN,Wyattville Rd At Park Gates Bikes OUT,Wyattville Road At Steps Cyclist,Wyattville Road At Steps Bikes IN,Wyattville Road At Steps Bikes OUT
"Jan 7, 2022 3:00 PM",54,27,27,28,15,13,61,36,25,33,21,12,9,2,7,11,16,15,1,0,0,0,13,22,27,20,7,26,0,1,,,,,,
"Jan 7, 2022 4:00 PM",42,17,25,48,37,11,67,40,27,47,35,12,8,2,6,13,15,14,1,0,0,0,12,26,21,13,8,32,2,2,,,,,,
"Jan 7, 2022 5:00 PM",71,28,43,23,13,10,53,34,19,30,15,15,5,1,4,10,13,12,1,0,0,0,10,36,14,11,3,18,4,3,,,,,,
"Jan 7, 2022 6:00 PM",57,14,43,18,16,2,26,17,9,23,17,6,9,2,7,18,15,12,3,0,0,0,12,31,8,8,0,17,2,0,,,,,,
"Jan 7, 2022 7:00 PM",39,17,22,11,6,5,20,12,8,15,8,7,5,3,2,5,16,15,1,0,0,0,14,15,5,2,3,12,2,0,,,,,,
"Jan 7, 2022 8:00 PM",26,6,20,9,7,2,6,4,2,5,4,1,5,1,4,6,7,6,1,0,0,0,7,11,4,4,0,12,1,1,,,,,,
"Jan 7, 2022 9:00 PM",12,5,7,5,4,1,10,5,5,7,3,4,1,1,0,10,3,3,0,0,0,0,4,6,1,1,0,6,0,0,,,,,,
"Jan 7, 2022 10:00 PM",9,3,6,0,0,0,4,1,3,3,2,1,2,1,1,1,2,2,0,0,0,0,1,5,1,0,1,10,0,2,,,,,,
"Jan 7, 2022 11:00 PM",2,1,1,2,1,1,3,1,2,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"Jan 8, 2022 12:00 AM",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,2,1,1,,,,,,
"Jan 8, 2022 1:00 AM",2,1,1,5,3,2,1,1,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,
"Jan 8, 2022 2:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,
"Jan 8, 2022 3:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"Jan 8, 2022 4:00 AM",1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,
"Jan 8, 2022 5:00 AM",1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,,,,,,
"Jan 8, 2022 6:00 AM",2,0,2,0,0,0,3,1,2,1,0,1,0,0,0,2,4,4,0,0,0,0,3,3,0,0,0,11,1,0,,,,,,
"Jan 8, 2022 7:00 AM",12,5,7,7,4,3,6,4,2,5,4,1,2,0,2,4,7,7,0,0,0,0,6,5,4,4,0,4,0,2,,,,,,
"Jan 8, 2022 8:00 AM",11,6,5,6,4,2,8,6,2,5,3,2,1,1,0,2,3,3,0,0,0,0,5,3,0,0,0,4,3,2,,,,,,
"Jan 8, 2022 9:00 AM",22,16,6,39,21,18,30,19,11,30,17,13,5,5,0,1,5,5,0,0,0,0,5,10,14,7,7,15,1,1,,,,,,
"Jan 8, 2022 10:00 AM",29,13,16,68,32,36,57,30,27,52,26,26,7,6,1,14,9,7,2,0,0,0,6,14,12,4,8,17,3,1,,,,,,
"Jan 8, 2022 11:00 AM",37,19,18,56,24,32,65,38,27,56,35,21,13,10,3,13,9,9,0,0,0,0,10,13,26,19,7,18,10,3,,,,,,
"Jan 8, 2022 12:00 PM",32,17,15,74,40,34,95,51,44,70,38,32,12,5,7,14,15,14,1,0,0,0,12,16,34,20,14,20,3,2,,,,,,
"Jan 8, 2022 1:00 PM",54,29,25,102,54,48,88,50,38,89,46,43,47,28,19,13,18,14,4,0,0,0,14,18,37,23,14,31,3,5,,,,,,
"Jan 8, 2022 2:00 PM",41,19,22,115,56,59,134,85,49,119,69,50,23,11,12,16,19,18,1,0,0,0,13,32,39,21,18,28,4,6,,,,,,
"Jan 8, 2022 3:00 PM",45,18,27,112,50,62,125,48,77,101,53,48,29,11,18,21,19,19,0,0,0,0,18,18,38,20,18,38,12,0,,,,,,
"Jan 8, 2022 4:00 PM",35,20,15,80,36,44,74,30,44,69,23,46,24,11,13,28,17,15,2,0,0,0,17,8,31,16,15,21,4,1,,,,,,
"Jan 8, 2022 5:00 PM",32,16,16,23,8,15,47,14,33,27,12,15,8,3,5,17,9,8,1,0,0,0,8,14,9,2,7,22,4,0,,,,,,
"Jan 8, 2022 6:00 PM",36,14,22,4,2,2,17,5,12,13,4,9,1,1,0,6,2,2,0,0,0,0,2,12,8,2,6,8,1,0,,,,,,
"Jan 8, 2022 7:00 PM",23,11,12,9,5,4,12,5,7,8,4,4,1,0,1,4,6,6,0,0,0,0,5,12,3,2,1,9,1,1,,,,,,
"Jan 8, 2022 8:00 PM",19,8,11,11,10,1,10,6,4,10,7,3,3,0,3,4,13,12,1,0,0,0,11,8,3,2,1,7,0,2,,,,,,
"Jan 8, 2022 9:00 PM",18,8,10,9,5,4,7,3,4,4,2,2,2,0,2,4,7,5,2,0,0,0,5,5,2,1,1,3,0,2,,,,,,
"Jan 8, 2022 10:00 PM",7,4,3,2,1,1,1,1,0,3,0,3,1,1,0,2,1,1,0,0,0,0,1,3,2,1,1,8,1,1,,,,,,
"Jan 8, 2022 11:00 PM",7,3,4,0,0,0,3,1,2,3,1,2,1,0,1,4,1,1,0,0,0,0,1,1,0,0,0,2,0,0,,,,,,
"Jan 9, 2022 12:00 AM",3,1,2,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,2,2,0,1,0,0,,,,,,
"Jan 9, 2022 1:00 AM",1,1,0,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"Jan 9, 2022 2:00 AM",2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,
"Jan 9, 2022 3:00 AM",1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,
"Jan 9, 2022 4:00 AM",1,0,1,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,,,,,
"Jan 9, 2022 5:00 AM",0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,,,
"Jan 9, 2022 6:00 AM",2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,,,
"Jan 9, 2022 7:00 AM",9,8,1,5,3,2,6,4,2,6,5,1,0,0,0,3,2,2,0,0,0,0,2,2,1,1,0,9,0,3,0,0,0,,,
"Jan 9, 2022 8:00 AM",18,6,12,29,23,6,29,24,5,35,26,9,1,1,0,2,9,9,0,0,0,0,11,14,8,8,0,14,0,6,0,0,0,,,
"Jan 9, 2022 9:00 AM",22,8,14,108,79,29,82,61,21,90,69,21,3,3,0,6,9,9,0,0,0,0,11,20,32,22,10,30,4,8,0,0,0,,,
"Jan 9, 2022 10:00 AM",28,9,19,150,88,62,136,86,50,135,90,45,9,7,2,11,14,14,0,0,0,0,14,40,55,37,18,38,1,9,0,0,0,,,
"Jan 9, 2022 11:00 AM",59,31,28,157,76,81,143,73,70,155,81,74,15,10,5,12,18,15,3,0,0,0,15,46,62,36,26,42,8,3,0,0,0,,,
"Jan 9, 2022 12:00 PM",45,14,31,177,86,91,142,68,74,135,63,72,32,27,5,31,18,17,1,0,0,0,16,27,53,24,29,48,11,7,0,0,0,,,
"Jan 9, 2022 1:00 PM",54,24,30,146,72,74,157,95,62,130,68,62,26,17,9,19,20,19,1,0,0,0,22,45,44,25,19,52,9,8,0,0,0,,,
"Jan 9, 2022 2:00 PM",48,29,19,112,41,71,142,61,81,115,48,67,24,14,10,24,17,17,0,0,0,0,12,17,34,20,14,42,4,2,13,8,5,,,
"Jan 9, 2022 3:00 PM",58,33,25,90,52,38,119,61,58,83,42,41,25,13,12,13,15,14,1,0,0,0,16,14,44,25,19,31,3,3,17,12,5,,,
"Jan 9, 2022 4:00 PM",50,16,34,68,37,31,79,35,44,57,29,28,20,8,12,18,14,14,0,0,0,0,14,12,29,9,20,25,6,1,7,7,0,,,
"Jan 9, 2022 5:00 PM",28,10,18,30,12,18,44,18,26,32,16,16,2,0,2,14,9,9,0,0,0,0,9,7,13,6,7,20,4,0,6,4,2,,,
"Jan 9, 2022 6:00 PM",28,16,12,9,4,5,19,10,9,10,6,4,3,3,0,8,1,1,0,0,0,0,3,9,2,0,2,11,1,1,4,1,3,,,
"Jan 9, 2022 7:00 PM",24,10,14,15,9,6,9,0,9,9,1,8,4,1,3,7,3,3,0,0,0,0,3,5,5,1,4,9,0,0,0,0,0,,,
"Jan 9, 2022 8:00 PM",22,12,10,7,5,2,10,5,5,7,3,4,0,0,0,7,4,3,1,0,0,0,3,11,5,4,1,4,0,2,4,3,1,,,
"Jan 9, 2022 9:00 PM",14,7,7,2,1,1,2,0,2,2,0,2,0,0,0,4,6,5,1,0,0,0,5,2,2,1,1,7,0,1,2,2,0,,,
"Jan 9, 2022 10:00 PM",4,2,2,0,0,0,2,1,1,2,0,2,0,0,0,0,1,1,0,0,0,0,1,4,2,0,2,3,0,1,0,0,0,,,
"Jan 9, 2022 11:00 PM",2,1,1,0,0,0,2,1,1,2,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,
"Jan 10, 2022 12:00 AM",2,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,
"Jan 10, 2022 1:00 AM",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Jan 10, 2022 2:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Jan 10, 2022 3:00 AM",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Jan 10, 2022 4:00 AM",0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,,,
"Jan 10, 2022 5:00 AM",7,6,1,0,0,0,2,1,1,2,1,1,0,0,0,1,3,3,0,0,0,0,2,3,1,1,0,9,0,0,0,0,0,,,
"Jan 10, 2022 6:00 AM",26,17,9,11,3,8,16,7,9,14,7,7,1,1,0,4,16,14,2,0,0,0,15,9,6,3,3,30,0,1,3,3,0,,,
"Jan 10, 2022 7:00 AM",78,52,26,36,13,23,59,18,41,46,17,29,3,3,0,10,44,44,0,0,0,0,43,22,26,9,17,63,1,3,1,1,0,,,
"Jan 10, 2022 8:00 AM",140,93,47,82,27,55,108,33,75,89,34,55,38,22,16,26,77,72,5,0,0,0,73,29,60,15,45,111,3,2,16,13,3,,,
"Jan 10, 2022 9:00 AM",69,56,13,40,15,25,64,34,30,56,29,27,15,12,3,5,28,28,0,0,0,0,27,17,25,19,6,40,1,3,2,2,0,,,
"Jan 10, 2022 10:00 AM",36,27,9,42,20,22,38,25,13,34,21,13,4,1,3,7,21,19,2,0,0,0,17,14,22,8,14,22,2,4,0,0,0,,,
"Jan 10, 2022 11:00 AM",35,17,18,47,19,28,47,21,26,35,15,20,9,2,7,5,14,14,0,0,0,0,12,11,18,12,6,15,1,3,3,2,1,,,
"Jan 10, 2022 12:00 PM",54,30,24,50,29,21,55,29,26,41,18,23,16,10,6,10,13,13,0,0,0,0,11,14,25,17,8,19,4,2,3,3,0,,,
"Jan 10, 2022 1:00 PM",57,24,33,64,37,27,63,35,28,49,28,21,30,11,19,14,23,18,5,0,0,0,14,22,30,10,20,25,3,2,5,4,1,,,
"Jan 10, 2022 2:00 PM",36,17,19,77,47,30,75,49,26,63,39,24,14,9,5,27,15,14,1,0,0,0,15,22,30,18,12,17,1,2,8,2,6,,,
"Jan 10, 2022 3:00 PM",65,24,41,48,24,24,99,45,54,55,22,33,20,6,14,21,19,19,0,0,0,0,16,18,34,21,13,27,2,3,5,3,2,,,
"Jan 10, 2022 4:00 PM",87,32,55,59,38,21,78,42,36,66,42,24,14,8,6,19,23,22,1,0,0,0,21,46,27,19,8,45,7,3,11,5,6,,,
"Jan 10, 2022 5:00 PM",127,32,95,48,31,17,74,50,24,56,37,19,21,2,19,22,28,25,3,0,0,0,26,69,34,26,8,52,4,3,6,3,3,,,
"Jan 10, 2022 6:00 PM",106,35,71,36,30,6,68,51,17,55,39,16,11,4,7,17,19,17,2,0,0,0,17,53,38,28,10,20,4,2,8,6,2,,,
"Jan 10, 2022 7:00 PM",60,22,38,20,16,4,31,18,13,25,16,9,1,0,1,12,20,15,5,0,0,0,15,23,13,8,5,12,2,1,5,3,2,,,
"Jan 10, 2022 8:00 PM",40,15,25,12,8,4,12,8,4,14,7,7,1,0,1,10,14,11,3,0,0,0,11,14,11,8,3,7,0,3,3,2,1,,,
"Jan 10, 2022 9:00 PM",28,12,16,3,2,1,12,6,6,13,5,8,1,0,1,8,5,5,0,0,0,0,5,3,7,7,0,9,0,0,2,1,1,,,
"Jan 10, 2022 10:00 PM",14,5,9,2,1,1,3,1,2,4,3,1,0,0,0,6,3,3,0,0,0,0,3,7,1,1,0,4,0,1,1,1,0,,,
"Jan 10, 2022 11:00 PM",3,1,2,1,0,1,1,0,1,3,1,2,0,0,0,1,2,2,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,,,
"Jan 11, 2022 12:00 AM",0,0,0,1,1,0,1,1,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,,
"Jan 11, 2022 1:00 AM",1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Jan 11, 2022 2:00 AM",1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,
"Jan 11, 2022 3:00 AM",2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Jan 11, 2022 4:00 AM",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
"Jan 11, 2022 5:00 AM",6,4,2,1,0,1,3,0,3,2,0,2,0,0,0,2,4,4,0,0,0,0,4,3,1,1,0,10,0,0,0,0,0,,,
"Jan 11, 2022 6:00 AM",34,27,7,21,9,12,25,13,12,22,14,8,1,1,0,5,15,15,0,0,0,0,15,12,6,4,2,22,0,2,3,3,0,,,
"Jan 11, 2022 7:00 AM",84,56,28,32,12,20,66,26,40,43,19,24,7,7,0,12,47,47,0,0,0,0,49,29,31,14,17,70,4,5,1,1,0,,,
"Jan 11, 2022 8:00 AM",152,95,57,99,33,66,138,48,90,114,46,68,44,31,13,22,93,90,3,0,0,0,88,34,60,19,41,108,3,5,15,13,2,,,
"Jan 11, 2022 9:00 AM",91,74,17,53,25,28,67,38,29,66,39,27,13,9,4,3,41,41,0,0,0,0,36,25,28,16,12,39,4,10,3,1,2,,,
"Jan 11, 2022 10:00 AM",55,34,21,51,23,28,61,41,20,45,31,14,7,6,1,6,24,24,0,0,0,0,25,17,18,12,6,23,2,7,4,4,0,,,
"Jan 11, 2022 11:00 AM",48,26,22,62,27,35,54,25,29,52,25,27,16,9,7,4,17,17,0,0,0,0,17,11,27,21,6,28,4,3,3,1,2,,,
"Jan 11, 2022 12:00 PM",44,27,17,78,42,36,62,31,31,63,36,27,19,9,10,13,21,20,1,0,0,0,19,24,20,9,11,18,3,4,4,2,2,,,
"Jan 11, 2022 1:00 PM",59,26,33,91,40,51,91,47,44,71,37,34,10,3,7,21,29,24,5,0,0,0,23,19,31,21,10,35,6,7,2,2,0,,,
"Jan 11, 2022 2:00 PM",62,30,32,74,44,30,95,54,41,75,51,24,20,10,10,15,14,12,2,0,0,0,12,18,25,12,13,32,4,1,9,6,3,,,
"Jan 11, 2022 3:00 PM",74,29,45,84,44,40,79,45,34,55,27,28,20,9,11,12,24,24,0,0,0,0,20,37,27,20,7,33,6,1,8,5,3,,,
"Jan 11, 2022 4:00 PM",103,40,63,62,41,21,84,52,32,80,43,37,17,6,11,22,27,26,1,0,0,0,25,34,36,28,8,46,6,2,7,4,3,,,
"Jan 11, 2022 5:00 PM",136,34,102,53,30,23,89,49,40,70,43,27,12,3,9,17,21,20,1,0,0,0,23,70,35,25,10,54,4,3,6,3,3,,,
"Jan 11, 2022 6:00 PM",116,36,80,56,41,15,82,55,27,61,40,21,11,1,10,16,21,18,3,0,0,0,20,62,36,29,7,37,4,3,5,5,0,,,
"Jan 11, 2022 7:00 PM",73,20,53,30,22,8,44,28,16,41,23,18,5,1,4,9,14,11,3,0,0,0,9,32,14,10,4,23,4,0,9,6,3,,,
"Jan 11, 2022 8:00 PM",59,19,40,13,6,7,28,13,15,20,10,10,2,2,0,10,12,10,2,0,0,0,10,23,13,6,7,18,3,3,0,0,0,,,
"Jan 11, 2022 9:00 PM",35,14,21,7,5,2,14,9,5,11,7,4,1,0,1,8,10,9,1,0,0,0,10,9,1,1,0,14,0,3,4,1,3,,,
"Jan 11, 2022 10:00 PM",18,6,12,10,5,5,8,2,6,8,3,5,0,0,0,4,2,2,0,0,0,0,2,5,4,1,3,6,1,0,0,0,0,,,
"Jan 11, 2022 11:00 PM",0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2,1,1,2,0,0,0,0,0,,,
"Jan 12, 2022 12:00 AM",0,0,0,1,1,0,1,1,0,1,1,0,2,0,2,1,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0,0,,,
"Jan 12, 2022 1:00 AM",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,
"Jan 12, 2022 2:00 AM",1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,,,
"Jan 12, 2022 3:00 AM",0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Jan 12, 2022 4:00 AM",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
"Jan 12, 2022 5:00 AM",5,2,3,1,1,0,4,2,2,3,2,1,0,0,0,2,5,5,0,0,0,0,5,4,1,0,1,12,0,0,0,0,0,,,
"Jan 12, 2022 6:00 AM",22,17,5,11,4,7,15,6,9,15,7,8,0,0,0,2,16,15,1,0,0,0,17,7,5,3,2,23,0,1,2,2,0,,,
"Jan 12, 2022 7:00 AM",80,55,25,49,20,29,68,20,48,49,16,33,9,9,0,7,53,52,1,0,0,0,56,31,31,9,22,73,3,7,2,1,1,,,
"Jan 12, 2022 8:00 AM",143,96,47,110,31,79,140,46,94,105,34,71,30,23,7,31,76,73,3,0,0,0,74,41,51,13,38,126,3,6,11,9,2,,,
"Jan 12, 2022 9:00 AM",88,69,19,57,24,33,78,39,39,63,37,26,6,4,2,8,40,40,0,0,0,0,37,19,38,20,18,41,3,3,3,2,1,,,
"Jan 12, 2022 10:00 AM",43,21,22,51,28,23,53,31,22,41,27,14,11,9,2,3,30,28,2,0,0,0,26,19,20,12,8,25,2,3,8,6,2,,,
"Jan 12, 2022 11:00 AM",39,22,17,61,33,28,83,44,39,59,33,26,16,4,12,11,13,12,1,0,0,0,13,20,38,31,7,29,9,6,6,3,3,,,
"Jan 12, 2022 12:00 PM",52,27,25,94,48,46,97,44,53,78,38,40,19,13,6,6,21,20,1,0,0,0,18,20,37,21,16,23,7,5,4,4,0,,,
"Jan 12, 2022 1:00 PM",71,32,39,108,65,43,102,63,39,91,60,31,21,8,13,16,24,23,1,0,0,0,20,35,42,28,14,29,5,4,3,1,2,,,
"Jan 12, 2022 2:00 PM",72,28,44,82,40,42,92,43,49,70,43,27,17,6,11,19,11,11,0,0,0,0,10,24,39,20,19,22,4,1,8,6,2,,,
"Jan 12, 2022 3:00 PM",70,37,33,95,52,43,86,48,38,75,40,35,15,3,12,18,14,14,0,0,0,0,13,35,33,22,11,19,3,4,11,8,3,,,
"Jan 12, 2022 4:00 PM",100,38,62,60,34,26,74,39,35,62,29,33,16,9,7,22,21,19,2,0,0,0,17,48,32,20,12,54,5,2,7,6,1,,,
"Jan 12, 2022 5:00 PM",117,38,79,49,27,22,89,45,44,74,37,37,15,4,11,24,17,16,1,0,0,0,20,61,40,30,10,54,5,0,6,3,3,,,
"Jan 12, 2022 6:00 PM",115,43,72,40,31,9,62,47,15,43,31,12,10,2,8,18,27,21,6,0,0,0,21,48,30,27,3,36,3,1,4,1,3,,,
"Jan 12, 2022 7:00 PM",51,18,33,26,18,8,45,31,14,37,19,18,4,3,1,11,15,14,1,0,0,0,13,26,16,13,3,19,2,1,1,1,0,,,
"Jan 12, 2022 8:00 PM",40,6,34,24,16,8,28,16,12,32,19,13,3,2,1,4,8,8,0,0,0,0,9,26,12,10,2,18,3,1,3,2,1,,,
"Jan 12, 2022 9:00 PM",32,14,18,9,5,4,14,8,6,8,4,4,6,3,3,4,8,8,0,0,0,0,7,8,7,7,0,13,2,1,3,2,1,,,
"Jan 12, 2022 10:00 PM",15,5,10,5,1,4,9,5,4,5,3,2,1,0,1,6,11,10,1,0,0,0,10,7,3,0,3,8,0,0,1,0,1,,,
"Jan 12, 2022 11:00 PM",5,3,2,4,2,2,6,2,4,5,2,3,1,0,1,2,2,2,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,,,
"Jan 13, 2022 12:00 AM",1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,1,,,
"Jan 13, 2022 1:00 AM",0,0,0,3,1,2,4,0,4,4,0,4,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,,,
"Jan 13, 2022 2:00 AM",1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,
"Jan 13, 2022 3:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,
"Jan 13, 2022 4:00 AM",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,
"Jan 13, 2022 5:00 AM",5,2,3,1,0,1,3,1,2,3,1,2,0,0,0,2,8,8,0,0,0,0,8,4,0,0,0,9,0,0,0,0,0,,,
"Jan 13, 2022 6:00 AM",24,14,10,20,8,12,16,7,9,18,12,6,1,1,0,5,14,13,1,0,0,0,15,11,6,3,3,22,0,0,0,0,0,,,
"Jan 13, 2022 7:00 AM",78,55,23,32,13,19,70,25,45,46,16,30,9,8,1,9,40,39,1,0,0,0,41,31,26,10,16,69,3,3,0,0,0,,,
"Jan 13, 2022 8:00 AM",139,86,53,89,28,61,142,54,88,97,40,57,29,18,11,21,79,75,4,0,0,0,80,39,69,21,48,122,3,3,13,10,3,,,
"Jan 13, 2022 9:00 AM",76,59,17,57,26,31,79,37,42,68,39,29,15,10,5,12,40,40,0,0,0,0,38,17,38,22,16,45,2,4,6,6,0,,,
"Jan 13, 2022 10:00 AM",43,31,12,53,26,27,76,45,31,47,30,17,16,9,7,13,26,26,0,0,0,0,25,18,27,20,7,25,5,2,3,2,1,,,
"Jan 13, 2022 11:00 AM",45,24,21,51,27,24,69,35,34,46,26,20,8,6,2,11,18,18,0,0,0,0,12,8,16,13,3,26,5,2,5,4,1,,,
"Jan 13, 2022 12:00 PM",48,25,23,55,37,18,66,35,31,64,37,27,24,10,14,20,15,13,2,0,0,0,16,17,28,19,9,21,1,4,6,4,2,,,
"Jan 13, 2022 1:00 PM",53,23,30,75,35,40,74,30,44,62,28,34,15,10,5,25,17,15,2,0,0,0,15,20,23,15,8,23,5,0,4,2,2,,,
"Jan 13, 2022 2:00 PM",58,24,34,55,36,19,61,35,26,56,34,22,16,11,5,16,12,11,1,0,0,0,13,11,23,12,11,28,1,3,5,4,1,,,
"Jan 13, 2022 3:00 PM",61,32,29,52,31,21,65,36,29,60,34,26,11,4,7,10,21,21,0,0,0,0,19,30,25,14,11,15,4,1,3,1,2,,,
"Jan 13, 2022 4:00 PM",104,35,69,55,33,22,68,40,28,50,30,20,7,2,5,22,18,18,0,0,0,0,19,40,27,21,6,43,8,2,8,4,4,,,
"Jan 13, 2022 5:00 PM",128,44,84,36,22,14,60,33,27,51,22,29,14,4,10,10,23,20,3,0,0,0,19,58,34,26,8,45,5,1,4,3,1,,,
"Jan 13, 2022 6:00 PM",100,25,75,43,33,10,68,51,17,58,41,17,7,1,6,15,23,21,2,0,0,0,24,41,35,29,6,39,2,1,6,3,3,,,
"Jan 13, 2022 7:00 PM",79,24,55,21,14,7,36,24,12,20,13,7,2,1,1,7,17,17,0,0,0,0,17,34,18,15,3,19,4,4,4,2,2,,,
"Jan 13, 2022 8:00 PM",56,19,37,25,17,8,24,15,9,22,14,8,10,0,10,6,22,20,2,0,0,0,21,31,7,7,0,16,2,2,3,2,1,,,
"Jan 13, 2022 9:00 PM",39,12,27,8,4,4,7,4,3,6,1,5,0,0,0,4,2,2,0,0,0,0,3,6,6,4,2,11,2,2,0,0,0,,,
"Jan 13, 2022 10:00 PM",19,11,8,5,2,3,9,3,6,5,2,3,1,0,1,3,5,5,0,0,0,0,5,9,5,3,2,9,1,1,0,0,0,,,
"Jan 13, 2022 11:00 PM",6,3,3,14,7,7,3,1,2,0,0,0,1,1,0,1,3,3,0,0,0,0,3,2,2,0,2,2,1,0,0,0,0,,,
"Jan 14, 2022 12:00 AM",1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,
"Jan 14, 2022 1:00 AM",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,
